job_id,title,company,location,description,tags,platform,date_posted,salary_min,salary_max,source_type
842,Staff Data Engineer,BlueRiver Tech,"Chicago, IL","Our company is hiring a Staff Data Engineer to help drive data-informed decisions. This role involves conducting statistical analysis, A/B testing, and translating results into recommendations. Required skills: kubernetes, docker, ci/cd, sql, lambda. Nice to have: microservices, flask, data pipeline.","kubernetes, docker, ci/cd, sql, lambda",Indeed,2026-02-09,178000.0,303000.0,synthetic
843,Junior Data Analyst,Qualcomm,Remote,"We're seeking an experienced Junior Data Analyst to build and scale our analytics capabilities. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: superset, mongodb, matlab, rust, dbt. Nice to have: sqlite, sql, go.","superset, mongodb, matlab, rust, dbt",Indeed,2025-10-14,49000.0,82000.0,synthetic
844,Staff Statistician,Coinbase,"Denver, CO","We're seeking an experienced Staff Statistician to build and scale our analytics capabilities. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: a/b testing, data science, c++, golang, clustering. Nice to have: d3.js, javascript, neural networks.","a/b testing, data science, c++, golang, clustering",LinkedIn,2025-09-14,143000.0,241000.0,synthetic
845,Business Intelligence Analyst,Home Depot,"Denver, CO","Join us as a Business Intelligence Analyst and help shape how we use data across the organization. You'll partner with engineering and product teams to deploy machine learning models into production. Required skills: qlik, javascript, postgres, typescript, databricks. Nice to have: tableau, c++, power bi.","qlik, javascript, postgres, typescript, databricks",LinkedIn,2026-02-02,80000.0,138000.0,synthetic
846,Junior Analytics Engineer,Microsoft,"Pune, India","We're seeking an experienced Junior Analytics Engineer to build and scale our analytics capabilities. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: mongodb, sqlite, python, google sheets, tableau. Nice to have: postgresql, java, data warehouse.","mongodb, sqlite, python, google sheets, tableau",LinkedIn,2026-06-08,25000.0,41000.0,synthetic
847,Staff Data Science Manager,Goldman Sachs,"Toronto, Canada","We are looking for a Staff Data Science Manager to join our growing data team. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: supervised learning, pyspark, large language models, airflow, anomaly detection. Nice to have: regression, clustering, redshift.","supervised learning, pyspark, large language models, airflow, anomaly detection",LinkedIn,2026-01-04,195000.0,307000.0,synthetic
848,Senior Business Analyst,BrightPath Data,"San Francisco, CA","Our company is hiring a Senior Business Analyst to help drive data-informed decisions. You'll partner with engineering and product teams to deploy machine learning models into production. Required skills: google sheets, generative ai, tableau, postgresql, anomaly detection. Nice to have: data pipeline, unsupervised learning, excel.","google sheets, generative ai, tableau, postgresql, anomaly detection",LinkedIn,2026-06-14,93000.0,151000.0,synthetic
849,Machine Learning Engineer,Meta,Remote,"We're seeking an experienced Machine Learning Engineer to build and scale our analytics capabilities. This role involves conducting statistical analysis, A/B testing, and translating results into recommendations. Required skills: ci/cd, keras, linux, plotly, lambda. Nice to have: data science, google cloud, gradio.","ci/cd, keras, linux, plotly, lambda",LinkedIn,2025-12-01,110000.0,190000.0,synthetic
850,Senior Business Analyst,Lumina Analytics,Remote,"We are looking for a Senior Business Analyst to join our growing data team. This role involves conducting statistical analysis, A/B testing, and translating results into recommendations. Required skills: postgresql, airflow, neural networks, databricks, etl. Nice to have: recommendation systems, natural language processing, looker.","postgresql, airflow, neural networks, databricks, etl",Indeed,2026-01-16,81000.0,131000.0,synthetic
851,Senior Data Analyst,Walmart Labs,"Hyderabad, India","We are looking for a Senior Data Analyst to join our growing data team. You'll partner with engineering and product teams to deploy machine learning models into production. Required skills: sqlite, sql, superset, hadoop, c#. Nice to have: looker, excel, d3.js.","sqlite, sql, superset, hadoop, c#",Indeed,2026-03-26,28000.0,48000.0,synthetic
852,"Product Manager, Growth AI Outreach Motion",Stripe,Remote,"Headquarters: Toronto, Remote- Canada Who we are About Stripe Stripe is a financial infrastructure platform for businesses. Millions of companies—from the world's largest enterprises to the most ambitious startups—use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone's reach while doing the most important work of your career. About the team The Growth team owns the Stripe product-led growth motion for self-serve customers, primarily startups and SMBs. We're responsible for acquiring, onboarding, and growing every business in the world on one or more Stripe products. The team works across the full user lifecycle (signup, onboarding, activation, expansion, and retention) and sits at the intersection of product, data science, engineering, design, marketing, and AI and ML. We're directly accountable for topline self-serve revenue. What you'll do The largest Stripe customers get a dedicated product specialist who understands their business, recommends the right products, and guides them through onboarding and expansion. This role exists to bring that same quality of guidance to every Stripe user, leveraging AI, at scale. You'll define and build the experience that delivers personalized guidance leveraging AI across the full user journey, from first question through activation and expansion. Inbound users range from early-stage startups picking their first product to larger prospects who need a sales engagement. Your system must match each user to the right path and ensure no one falls through the cracks. Stripe has strong building blocks in this area (product recommendations, onboarding flows, merchant context, and outreach infrastructure), but no unified motion tying them together. Your role is to define the AI specialist motion, ship it, and own the revenue it generates. You'll start with inbound prospects, then extend into onboarding, cross-sell, and outbound, building a system where each interaction makes Stripe smarter about what a business needs and when. Responsibilities Define the AI specialist—what it knows, how it engages, where it draws the line, and when it hands off. Own the product vision, strategy, and roadmap. Launch and scale the inbound motion across chat, voice, and email for prospects and new users seeking help with products, pricing, and getting started. Drive rapid iteration on answer quality and resolution rates. Build the triage and qualification layer. The AI specialist must assess the user it is engaging with, understand the size and complexity of the opportunity, and route accordingly, guiding smaller users through their full journey while qualifying larger prospects and handing them to sales with rich context. Define escalation paths to the vendor support team and sales team. Ensure that handoffs are seamless, context is preserved, and no user interaction is left unresolved. Scale past the first interaction into onboarding and cross-sell, leveraging existing Stripe product recommendation, merchant context, onboarding systems, and outreach platform to help users activate products, discover new ones, and grow their usage of Stripe. Own the revenue this motion produces. Define success metrics and maintain accountability from conversion through expansion, including pipeline generated through AI-qualified leads. Partner with engineering, AI and ML, design, data science, marketing, sales, and support to execute at pace while maintaining the Stripe bar for quality and trust. Who you are We're looking for someone who meets the minimum requirements to be considered for the role. If you meet these requirements, you are encouraged to apply. The preferred qualifications are a bonus, not a requirement. Minimum requirements 5+ years of product management experience, taking products from strategy through to shipped outcomes Experience building AI-powered, conversational, or agentic products. You understand what it takes to ship AI that works reliably for real users, not just in demos. A track record of owning revenue or business outcomes through product-led approaches Experience with hypothesis-driven product development and experimentation at scale Ability to work across existing systems and synthesize them into a coherent product strategy rather than defaulting to net-new builds Strong written and verbal communication, with the ability to drive alignment across a broad set of stakeholders An ownership mindset. You do what it takes to solve problems and ship. Preferred qualifications Experience with growth problems (acquisition, activation, and onboarding) in B2B or B2B2C environments Hands-on familiarity with LLMs, conversational AI, or agentic architectures. You have shipped products on top of these technologies, not just evaluated them. Experience building across channels (chat, email, and voice) with an understanding of the tradeoffs between modalities Background in scaling high-touch human experiences (sales, support, and product specialists) through technology Comfortable in high-visibility roles with direct accountability for business outcomes To apply: https://weworkremotely.com/remote-jobs/stripe-product-manager-growth-ai-outreach-motion",product,We Work Remotely,"Wed, 22 Jul 2026",,,live_scraped
853,Senior Business Analyst,Quantify Labs,"Hyderabad, India","We're seeking an experienced Senior Business Analyst to build and scale our analytics capabilities. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: statistics, embeddings, machine learning, kafka, computer vision. Nice to have: mongodb, databricks, spark.","statistics, embeddings, machine learning, kafka, computer vision",LinkedIn,2026-07-16,28000.0,46000.0,synthetic
854,Principal Business Analyst,Intel,"New York, NY","As a Principal Business Analyst, you will work closely with cross-functional stakeholders to turn data into insight. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: deep learning, llm, sqlite, hypothesis testing, postgres. Nice to have: pyspark, etl, llms.","deep learning, llm, sqlite, hypothesis testing, postgres",Glassdoor,2025-11-16,127000.0,205000.0,synthetic
855,Lead Data Engineer,Lyft,"Hyderabad, India","Our company is hiring a Lead Data Engineer to help drive data-informed decisions. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: mysql, javascript, google cloud, postgres, s3. Nice to have: django, aws, rust.","mysql, javascript, google cloud, postgres, s3",LinkedIn,2026-05-04,49000.0,83000.0,synthetic
856,Principal Machine Learning Engineer,Amazon,"Atlanta, GA","Join us as a Principal Machine Learning Engineer and help shape how we use data across the organization. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: supervised learning, prompt engineering, docker, natural language processing, regression. Nice to have: llms, large language models, rag.","supervised learning, prompt engineering, docker, natural language processing, regression",LinkedIn,2026-07-18,215000.0,371000.0,synthetic
857,Junior MLOps Engineer,TechNova Analytics,Singapore,"Our company is hiring a Junior MLOps Engineer to help drive data-informed decisions. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: google cloud, huggingface, scikit-learn, mysql, github actions. Nice to have: openai, bigquery, aws.","google cloud, huggingface, scikit-learn, mysql, github actions",LinkedIn,2026-07-05,78000.0,132000.0,synthetic
858,Senior Business Intelligence Analyst,Northstar Analytics,"Dublin, Ireland","As a Senior Business Intelligence Analyst, you will work closely with cross-functional stakeholders to turn data into insight. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: data warehouse, postgres, bigquery, excel, scala. Nice to have: google sheets, matlab, python.","data warehouse, postgres, bigquery, excel, scala",Indeed,2025-11-15,70000.0,120000.0,synthetic
859,Data Engineer,DoorDash,"London, UK","As a Data Engineer, you will work closely with cross-functional stakeholders to turn data into insight. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: redshift, azure, ec2, bigquery, postgres. Nice to have: go, fastapi, r.","redshift, azure, ec2, bigquery, postgres",Monster,2025-10-23,85000.0,144000.0,synthetic
860,MLOps Engineer,UnitedHealth Group,"San Francisco, CA","Our company is hiring a MLOps Engineer to help drive data-informed decisions. You'll partner with engineering and product teams to deploy machine learning models into production. Required skills: google cloud, postgres, mongodb, keras, matplotlib. Nice to have: docker, tensorflow, snowflake.","google cloud, postgres, mongodb, keras, matplotlib",Indeed,2026-01-30,126000.0,213000.0,synthetic
861,Lead Data Science Manager,Netflix,"Austin, TX","Our company is hiring a Lead Data Science Manager to help drive data-informed decisions. This role involves conducting statistical analysis, A/B testing, and translating results into recommendations. Required skills: classification, model deployment, data science, data analysis, recommendation systems. Nice to have: mongodb, databricks, forecasting.","classification, model deployment, data science, data analysis, recommendation systems",LinkedIn,2026-01-17,225000.0,354000.0,synthetic
862,Senior Research Scientist,Best Buy,"London, UK","As a Senior Research Scientist, you will work closely with cross-functional stakeholders to turn data into insight. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: experiment design, bash, hypothesis testing, scala, generative ai. Nice to have: sql, neural networks, typescript.","experiment design, bash, hypothesis testing, scala, generative ai",Indeed,2026-03-30,128000.0,218000.0,synthetic
863,Lead Statistician,Coinbase,"Boston, MA","As a Lead Statistician, you will work closely with cross-functional stakeholders to turn data into insight. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: classification, golang, computer vision, llms, scala. Nice to have: recommendation systems, sql, typescript.","classification, golang, computer vision, llms, scala",LinkedIn,2026-03-25,129000.0,217000.0,synthetic
864,Lead Statistician,PwC,"Pune, India","Our company is hiring a Lead Statistician to help drive data-informed decisions. You'll partner with engineering and product teams to deploy machine learning models into production. Required skills: a/b testing, statistics, fine-tuning, superset, unsupervised learning. Nice to have: embeddings, statistical analysis, prompt engineering.","a/b testing, statistics, fine-tuning, superset, unsupervised learning",LinkedIn,2026-06-22,39000.0,66000.0,synthetic
865,Lead Data Scientist,Apple,"Atlanta, GA","As a Lead Data Scientist, you will work closely with cross-functional stakeholders to turn data into insight. This role involves conducting statistical analysis, A/B testing, and translating results into recommendations. Required skills: scala, classification, langchain, unsupervised learning, embeddings. Nice to have: xgboost, matlab, go.","scala, classification, langchain, unsupervised learning, embeddings",Indeed,2025-11-11,153000.0,266000.0,synthetic
866,Senior Data Engineer,PwC,"Vancouver, Canada","Our company is hiring a Senior Data Engineer to help drive data-informed decisions. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: go, microservices, rest api, c++, pyspark. Nice to have: github actions, aws, dbt.","go, microservices, rest api, c++, pyspark",Monster,2026-07-17,112000.0,191000.0,synthetic
867,Principal MLOps Engineer,Best Buy,"Boston, MA","We are looking for a Principal MLOps Engineer to join our growing data team. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: flask, spark, ec2, xgboost, microservices. Nice to have: gradio, django, data pipeline.","flask, spark, ec2, xgboost, microservices",LinkedIn,2026-05-23,215000.0,362000.0,synthetic
868,Data Engineer,Salesforce,"San Francisco, CA","As a Data Engineer, you will work closely with cross-functional stakeholders to turn data into insight. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: rest api, terraform, dbt, etl, redis. Nice to have: airflow, java, docker.","rest api, terraform, dbt, etl, redis",We Work Remotely,2025-10-09,115000.0,195000.0,synthetic
869,Data Analyst,TechNova Analytics,"Seattle, WA","Join us as a Data Analyst and help shape how we use data across the organization. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: typescript, elt, superset, matlab, mysql. Nice to have: qlik, go, snowflake.","typescript, elt, superset, matlab, mysql",LinkedIn,2026-03-23,75000.0,126000.0,synthetic
870,Principal Analytics Engineer,Dell Technologies,"Dublin, Ireland","We're seeking an experienced Principal Analytics Engineer to build and scale our analytics capabilities. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: databricks, postgresql, javascript, mysql, d3.js. Nice to have: r, scala, elt.","databricks, postgresql, javascript, mysql, d3.js",Indeed,2025-10-24,129000.0,211000.0,synthetic
871,Machine Learning Engineer,Salesforce,Remote,"Our company is hiring a Machine Learning Engineer to help drive data-informed decisions. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: transformers, scipy, llm, keras, azure. Nice to have: github actions, anomaly detection, kubernetes.","transformers, scipy, llm, keras, azure",Indeed,2026-06-14,110000.0,190000.0,synthetic
872,Lead Data Engineer,Uber,"New York, NY","As a Lead Data Engineer, you will work closely with cross-functional stakeholders to turn data into insight. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: dbt, django, typescript, data warehouse, sql. Nice to have: gcp, data pipeline, kafka.","dbt, django, typescript, data warehouse, sql",Monster,2025-08-30,161000.0,274000.0,synthetic
873,Staff Data Analyst,Anthem,"Boston, MA","We're seeking an experienced Staff Data Analyst to build and scale our analytics capabilities. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: c#, sqlite, mysql, bash, excel. Nice to have: go, power bi, airflow.","c#, sqlite, mysql, bash, excel",Glassdoor,2026-01-17,116000.0,196000.0,synthetic
874,Lead Research Scientist,Uber,"Seattle, WA","We're seeking an experienced Lead Research Scientist to build and scale our analytics capabilities. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: prompt engineering, numpy, llm, recommendation systems, pytorch. Nice to have: fine-tuning, experiment design, anomaly detection.","prompt engineering, numpy, llm, recommendation systems, pytorch",LinkedIn,2026-04-30,193000.0,330000.0,synthetic
875,Senior Research Scientist,Capital One,"New York, NY","As a Senior Research Scientist, you will work closely with cross-functional stakeholders to turn data into insight. This role involves conducting statistical analysis, A/B testing, and translating results into recommendations. Required skills: scikit-learn, data science, java, machine learning, rust. Nice to have: unsupervised learning, python, llms.","scikit-learn, data science, java, machine learning, rust",Indeed,2026-03-13,172000.0,295000.0,synthetic
876,Staff Business Analyst,Vertex Insights,Remote,"We're seeking an experienced Staff Business Analyst to build and scale our analytics capabilities. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: statistical analysis, data analysis, transformers, embeddings, databricks. Nice to have: forecasting, kafka, airflow.","statistical analysis, data analysis, transformers, embeddings, databricks",LinkedIn,2025-08-20,101000.0,163000.0,synthetic
877,MLOps Engineer,Clearwater Data Co,"Atlanta, GA","As a MLOps Engineer, you will work closely with cross-functional stakeholders to turn data into insight. This role involves conducting statistical analysis, A/B testing, and translating results into recommendations. Required skills: scipy, mlops, streamlit, aws, gradio. Nice to have: dbt, terraform, airflow.","scipy, mlops, streamlit, aws, gradio",Indeed,2026-03-08,126000.0,213000.0,synthetic
878,Senior AI Engineer,Dell Technologies,"Hyderabad, India","As a Senior AI Engineer, you will work closely with cross-functional stakeholders to turn data into insight. This role involves conducting statistical analysis, A/B testing, and translating results into recommendations. Required skills: regression, clustering, embeddings, gradio, rest api. Nice to have: experiment design, prompt engineering, feature engineering.","regression, clustering, embeddings, gradio, rest api",LinkedIn,2026-05-21,50000.0,85000.0,synthetic
879,Research Scientist,Clearwater Data Co,"Atlanta, GA","As a Research Scientist, you will work closely with cross-functional stakeholders to turn data into insight. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: fine-tuning, neural networks, data science, regression, forecasting. Nice to have: llms, streamlit, scala.","fine-tuning, neural networks, data science, regression, forecasting",LinkedIn,2026-01-25,138000.0,236000.0,synthetic
880,Data Engineer,Cohere Health,"Dublin, Ireland","Our company is hiring a Data Engineer to help drive data-informed decisions. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: redis, azure, elt, hadoop, java. Nice to have: snowflake, s3, typescript.","redis, azure, elt, hadoop, java",LinkedIn,2025-11-13,80000.0,136000.0,synthetic
881,MLOps Engineer,eBay,"Seattle, WA","Join us as a MLOps Engineer and help shape how we use data across the organization. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: azure, google cloud, hadoop, redis, scikit-learn. Nice to have: postgresql, spacy, gradio.","azure, google cloud, hadoop, redis, scikit-learn",LinkedIn,2026-01-28,126000.0,213000.0,synthetic
882,Junior Data Scientist,Qualcomm,"Atlanta, GA","We are looking for a Junior Data Scientist to join our growing data team. This role involves conducting statistical analysis, A/B testing, and translating results into recommendations. Required skills: pandas, model deployment, embeddings, huggingface, computer vision. Nice to have: reinforcement learning, keras, statistical analysis.","pandas, model deployment, embeddings, huggingface, computer vision",Indeed,2026-03-31,82000.0,142000.0,synthetic
883,Staff Data Science Manager,Northstar Analytics,"Denver, CO","We're seeking an experienced Staff Data Science Manager to build and scale our analytics capabilities. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: statistical analysis, deep learning, hypothesis testing, postgres, a/b testing. Nice to have: d3.js, computer vision, tableau.","statistical analysis, deep learning, hypothesis testing, postgres, a/b testing",LinkedIn,2026-07-29,250000.0,392000.0,synthetic
884,AI Engineer,GreenField Data Systems,"Boston, MA","Our company is hiring a AI Engineer to help drive data-informed decisions. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: openai, gradio, microservices, mlops, embeddings. Nice to have: keras, seaborn, prompt engineering.","openai, gradio, microservices, mlops, embeddings",We Work Remotely,2026-04-08,132000.0,224000.0,synthetic
885,Lead Statistician,Northstar Analytics,"Austin, TX","Our company is hiring a Lead Statistician to help drive data-informed decisions. You'll partner with engineering and product teams to deploy machine learning models into production. Required skills: llm, rag, unsupervised learning, regression, experiment design. Nice to have: typescript, scala, a/b testing.","llm, rag, unsupervised learning, regression, experiment design",LinkedIn,2025-11-13,129000.0,217000.0,synthetic
886,Analytics Engineer,IBM,"Amsterdam, Netherlands","As a Analytics Engineer, you will work closely with cross-functional stakeholders to turn data into insight. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: python, sql, rust, kafka, c++. Nice to have: data pipeline, c#, data warehouse.","python, sql, rust, kafka, c++",Monster,2025-10-25,76000.0,124000.0,synthetic
887,AI Engineer,eBay,"San Francisco, CA","Join us as a AI Engineer and help shape how we use data across the organization. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: classification, flask, hugging face, a/b testing, sklearn. Nice to have: lambda, ec2, neural networks.","classification, flask, hugging face, a/b testing, sklearn",LinkedIn,2026-04-02,132000.0,224000.0,synthetic
888,Data Analyst,McKinsey & Company,"Boston, MA","Our company is hiring a Data Analyst to help drive data-informed decisions. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: typescript, dbt, etl, spark, data pipeline. Nice to have: data warehouse, databricks, go.","typescript, dbt, etl, spark, data pipeline",LinkedIn,2026-04-02,75000.0,126000.0,synthetic
889,Junior Research Scientist,Accenture,"Berlin, Germany","We're seeking an experienced Junior Research Scientist to build and scale our analytics capabilities. You'll partner with engineering and product teams to deploy machine learning models into production. Required skills: opencv, openai, streamlit, javascript, machine learning. Nice to have: plotly, spacy, time series.","opencv, openai, streamlit, javascript, machine learning",Indeed,2026-03-20,72000.0,123000.0,synthetic
890,Senior Business Analyst,GreenField Data Systems,"London, UK","Our company is hiring a Senior Business Analyst to help drive data-informed decisions. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: a/b testing, redshift, superset, tableau, experiment design. Nice to have: data analysis, time series, llms.","a/b testing, redshift, superset, tableau, experiment design",Indeed,2025-11-13,69000.0,112000.0,synthetic
891,Research Scientist,Optum,"Toronto, Canada","We are looking for a Research Scientist to join our growing data team. You'll partner with engineering and product teams to deploy machine learning models into production. Required skills: seaborn, hugging face, rag, nlp, regression. Nice to have: plotly, a/b testing, go.","seaborn, hugging face, rag, nlp, regression",LinkedIn,2026-02-04,108000.0,184000.0,synthetic
892,Senior Analytics Engineer,Coinbase,"Dublin, Ireland","Join us as a Senior Analytics Engineer and help shape how we use data across the organization. This role involves conducting statistical analysis, A/B testing, and translating results into recommendations. Required skills: data warehouse, superset, google sheets, elt, spark. Nice to have: redshift, hadoop, mysql.","data warehouse, superset, google sheets, elt, spark",LinkedIn,2025-12-24,95000.0,155000.0,synthetic
893,Business Intelligence Analyst,Northstar Analytics,"Bangalore, India","We're seeking an experienced Business Intelligence Analyst to build and scale our analytics capabilities. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: excel, go, postgresql, sql, rust. Nice to have: r, redis, c#.","excel, go, postgresql, sql, rust",LinkedIn,2025-09-03,24000.0,42000.0,synthetic
894,Senior Data Scientist,Snowflake,"Austin, TX","We are looking for a Senior Data Scientist to join our growing data team. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: rust, transformers, a/b testing, feature engineering, pandas. Nice to have: tensorflow, clustering, streamlit.","rust, transformers, a/b testing, feature engineering, pandas",Monster,2026-01-10,137000.0,237000.0,synthetic
895,Principal Business Analyst,Spotify,"Chicago, IL","We are looking for a Principal Business Analyst to join our growing data team. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: computer vision, llms, hadoop, llm, model deployment. Nice to have: statistical analysis, postgresql, excel.","computer vision, llms, hadoop, llm, model deployment",LinkedIn,2026-01-30,127000.0,205000.0,synthetic
896,Data Engineer,Spotify,"Seattle, WA","We are looking for a Data Engineer to join our growing data team. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: c++, redis, airflow, mlops, jenkins. Nice to have: redshift, r, elt.","c++, redis, airflow, mlops, jenkins",Remote OK,2025-09-28,115000.0,195000.0,synthetic
897,Junior Research Scientist,Dell Technologies,"Seattle, WA","As a Junior Research Scientist, you will work closely with cross-functional stakeholders to turn data into insight. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: llms, experiment design, unsupervised learning, matlab, langchain. Nice to have: streamlit, machine learning, natural language processing.","llms, experiment design, unsupervised learning, matlab, langchain",LinkedIn,2026-07-18,103000.0,177000.0,synthetic
898,Junior MLOps Engineer,Target,"Boston, MA","Join us as a Junior MLOps Engineer and help shape how we use data across the organization. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: spacy, fastapi, data warehouse, openai, postgres. Nice to have: gcp, model serving, numpy.","spacy, fastapi, data warehouse, openai, postgres",Glassdoor,2026-01-09,95000.0,160000.0,synthetic
899,Lead MLOps Engineer,Palantir,Remote,"We're seeking an experienced Lead MLOps Engineer to build and scale our analytics capabilities. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: flask, terraform, huggingface, ci/cd, linux. Nice to have: seaborn, sklearn, databricks.","flask, terraform, huggingface, ci/cd, linux",Indeed,2026-04-11,154000.0,259000.0,synthetic
900,Data Science Manager,DoorDash,"New York, NY","Join us as a Data Science Manager and help shape how we use data across the organization. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: power bi, prompt engineering, time series, spark, unsupervised learning. Nice to have: elt, recommendation systems, transformers.","power bi, prompt engineering, time series, spark, unsupervised learning",Monster,2026-03-12,161000.0,253000.0,synthetic
901,MLOps Engineer,Horizon Intelligence,"Vancouver, Canada","We are looking for a MLOps Engineer to join our growing data team. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: spacy, gradio, jenkins, redis, seaborn. Nice to have: openai, sqlite, linux.","spacy, gradio, jenkins, redis, seaborn",LinkedIn,2025-11-21,99000.0,166000.0,synthetic
902,Senior Statistician,Amazon,"Denver, CO","As a Senior Statistician, you will work closely with cross-functional stakeholders to turn data into insight. This role involves conducting statistical analysis, A/B testing, and translating results into recommendations. Required skills: forecasting, data science, classification, bash, d3.js. Nice to have: tableau, unsupervised learning, power bi.","forecasting, data science, classification, bash, d3.js",Indeed,2026-02-16,115000.0,194000.0,synthetic
903,Lead Business Analyst,Dell Technologies,"Hyderabad, India","We are looking for a Lead Business Analyst to join our growing data team. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: d3.js, pyspark, sqlite, snowflake, qlik. Nice to have: statistics, supervised learning, data warehouse.","d3.js, pyspark, sqlite, snowflake, qlik",Indeed,2025-12-27,32000.0,51000.0,synthetic
904,Machine Learning Engineer,Oracle,Remote,"Join us as a Machine Learning Engineer and help shape how we use data across the organization. You will design, build, and maintain data pipelines and models that power key business decisions. Required skills: computer vision, fastapi, keras, a/b testing, gcp. Nice to have: generative ai, mlops, transformers.","computer vision, fastapi, keras, a/b testing, gcp",Monster,2025-12-01,110000.0,190000.0,synthetic
905,Senior Analytics Engineer,Cohere Health,"Denver, CO","Join us as a Senior Analytics Engineer and help shape how we use data across the organization. You will own the end-to-end lifecycle of data products, from ingestion to visualization. Required skills: kafka, python, redis, excel, java. Nice to have: golang, data warehouse, data pipeline.","kafka, python, redis, excel, java",Indeed,2026-08-10,137000.0,223000.0,synthetic
906,Senior Statistician,DataForge Inc,Remote,"As a Senior Statistician, you will work closely with cross-functional stakeholders to turn data into insight. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: clustering, d3.js, generative ai, natural language processing, machine learning. Nice to have: typescript, javascript, reinforcement learning.","clustering, d3.js, generative ai, natural language processing, machine learning",We Work Remotely,2025-12-15,100000.0,169000.0,synthetic
907,Principal Business Intelligence Analyst,Cisco,"Berlin, Germany","Join us as a Principal Business Intelligence Analyst and help shape how we use data across the organization. Responsibilities include analyzing large datasets, building dashboards, and presenting findings to leadership. Required skills: rust, airflow, redshift, databricks, c#. Nice to have: pyspark, d3.js, data warehouse.","rust, airflow, redshift, databricks, c#",LinkedIn,2025-11-23,95000.0,163000.0,synthetic
908,Analytics Engineer,Lyft,"Austin, TX","Join us as a Analytics Engineer and help shape how we use data across the organization. This role involves conducting statistical analysis, A/B testing, and translating results into recommendations. Required skills: scala, spark, redshift, matlab, databricks. Nice to have: mongodb, snowflake, postgres.","scala, spark, redshift, matlab, databricks",Glassdoor,2026-01-24,109000.0,178000.0,synthetic
909,Senior Data Science Manager,DoorDash,"Austin, TX","We're seeking an experienced Senior Data Science Manager to build and scale our analytics capabilities. You'll partner with engineering and product teams to deploy machine learning models into production. Required skills: mysql, data analysis, pyspark, hypothesis testing, model deployment. Nice to have: postgresql, experiment design, prompt engineering.","mysql, data analysis, pyspark, hypothesis testing, model deployment",LinkedIn,2026-04-20,201000.0,316000.0,synthetic
